Employee_No,Attrition,Gender,Age,Education,Education_Field,Marital_Status,Department,Job_Role,Job_Level,Distance_From_Home,Business_Travel,Hourly_Rate,Daily_Rate,Monthly_Rate,Monthly_Income,Percent_Salary_Hike,Job_Involvement,Performance_Rating,Environment_Satisfaction,Job_Satisfaction,Relationship_Satisfaction,Work_Life_Balance,Over_Time,Stock_Option_Level,No_Companies_Worked,Total_Working_Years,Training_Times_LastYear,Years_At_Company,Years_In_Current_Role,Years_Since_LastPromotion,Years_with_Curr_Manager
125,No,Male,Between 32 to 38,Master,Medical,Single,Sales,Sales Executive,2,1 - 9 km,Travel_Rarely,87,1093,24301,5010,16,High,Excellent,Medium,High,Low,Better,No,0,1,11 - 20 years,0,11 - 20 years,6 - 10 years,0 - 5 years,6 - 10 years
126,No,Female,52 and more than 52,Master,Technical Degree,Married,Research & Development,Research Director,3,1 - 9 km,Travel_Rarely,60,1217,24001,13549,12,High,Excellent,Low,High,Low,Bad,No,1,9,11 - 20 years,5,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
128,No,Female,Between 18 to 24,College,Other,Married,Sales,Sales Executive,2,1 - 9 km,Travel_Rarely,33,1353,17519,4999,21,High,Outstanding,Low,High,Low,Good,No,1,0,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
129,No,Male,Between 25 to 31,Bachelor,Medical,Married,Sales,Sales Executive,2,1 - 9 km,Non-Travel,43,120,8863,4221,15,High,Excellent,Medium,High,Medium,Best,No,0,1,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
131,No,Male,52 and more than 52,Master,Medical,Single,Sales,Sales Executive,4,10 - 19 km,Travel_Rarely,37,682,24409,13872,13,High,Excellent,Very High,High,High,Good,No,0,0,More than 31 years,1,More than 31 years,6 - 10 years,0 - 5 years,6 - 10 years
132,No,Male,Between 39 to 44,Bachelor,Medical,Married,Research & Development,Laboratory Technician,2,20 - 30 km,Non-Travel,67,489,25043,2042,12,High,Excellent,Medium,Medium,High,Best,No,1,4,11 - 20 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
133,Yes,Male,Between 32 to 38,Master,Human Resources,Divorced,Human Resources,Human Resources,1,1 - 9 km,Travel_Rarely,63,807,23648,2073,22,High,Outstanding,High,Low,Very High,Better,Yes,0,4,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
134,No,Male,Between 32 to 38,Below college,Life Sciences,Single,Research & Development,Research Scientist,1,1 - 9 km,Travel_Rarely,71,827,15178,2956,13,High,Excellent,Very High,Low,Very High,Better,No,0,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
137,Yes,Female,Between 18 to 24,Bachelor,Life Sciences,Single,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Frequently,66,871,19783,2926,18,Medium,Excellent,Very High,Very High,Medium,Better,Yes,0,1,0 - 10 years,5,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
138,No,Female,Between 32 to 38,Master,Other,Single,Research & Development,Research Scientist,2,1 - 9 km,Travel_Rarely,41,665,12482,4809,14,High,Excellent,Low,High,High,Better,No,0,1,11 - 20 years,3,11 - 20 years,11 - 15 years,0 - 5 years,6 - 10 years
139,No,Male,Between 32 to 38,College,Life Sciences,Divorced,Research & Development,Healthcare Representative,2,1 - 9 km,Non-Travel,100,1040,15850,5163,14,Medium,Excellent,High,Very High,Very High,Best,No,1,5,11 - 20 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
140,No,Female,52 and more than 52,Master,Human Resources,Married,Human Resources,Manager,5,1 - 9 km,Non-Travel,32,1420,21922,18844,21,Medium,Outstanding,High,Very High,Very High,Better,No,1,9,21 - 30 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
141,No,Female,Between 45 to 51,Bachelor,Life Sciences,Married,Research & Development,Research Director,5,1 - 9 km,Travel_Frequently,73,1115,9755,18172,19,High,Excellent,Low,Medium,Low,Good,Yes,0,3,21 - 30 years,1,0 - 10 years,0 - 5 years,0 - 5 years,6 - 10 years
142,Yes,Male,Between 25 to 31,Bachelor,Marketing,Single,Sales,Sales Executive,2,1 - 9 km,Travel_Rarely,46,240,26959,5744,11,Medium,Excellent,High,High,Very High,Better,Yes,0,1,0 - 10 years,1,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
143,No,Male,Between 25 to 31,Below college,Medical,Married,Research & Development,Research Scientist,1,1 - 9 km,Travel_Rarely,64,1280,26897,2889,11,Medium,Excellent,Very High,Very High,High,Better,No,2,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
144,No,Female,Between 18 to 24,Bachelor,Medical,Single,Research & Development,Laboratory Technician,1,10 - 19 km,Travel_Rarely,59,534,23785,2871,15,High,Excellent,Medium,Very High,High,Better,No,0,1,0 - 10 years,5,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
145,No,Female,Between 45 to 51,Master,Medical,Single,Research & Development,Healthcare Representative,3,1 - 9 km,Travel_Frequently,30,1456,25796,7484,20,Medium,Outstanding,Low,Low,High,Good,No,0,3,21 - 30 years,1,11 - 20 years,11 - 15 years,11 - 15 Years,6 - 10 years
147,Yes,Male,Between 32 to 38,Bachelor,Life Sciences,Single,Research & Development,Laboratory Technician,2,1 - 9 km,Travel_Frequently,66,658,22887,6074,24,Low,Outstanding,Low,High,Very High,Better,Yes,0,1,0 - 10 years,3,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
148,No,Female,52 and more than 52,Bachelor,Human Resources,Single,Human Resources,Manager,4,20 - 30 km,Non-Travel,30,142,13871,17328,12,Very High,Excellent,Very High,Very High,High,Better,Yes,0,2,21 - 30 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
150,No,Male,Between 18 to 24,Below college,Life Sciences,Married,Research & Development,Laboratory Technician,1,10 - 19 km,Travel_Rarely,52,1127,13257,2774,12,High,Excellent,Medium,High,High,Better,No,1,0,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
151,No,Female,Between 32 to 38,Master,Life Sciences,Divorced,Research & Development,Research Scientist,2,1 - 9 km,Travel_Rarely,45,1031,15000,4505,15,Medium,Excellent,High,Medium,High,Better,No,1,6,11 - 20 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
152,No,Male,Between 32 to 38,Bachelor,Life Sciences,Single,Sales,Sales Executive,3,1 - 9 km,Travel_Rarely,87,1189,14506,7428,12,High,Excellent,High,Very High,Low,Better,No,0,2,11 - 20 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
153,No,Female,Between 32 to 38,Bachelor,Medical,Single,Research & Development,Manager,3,1 - 9 km,Travel_Rarely,45,1354,5615,11631,12,Medium,Excellent,High,Low,Very High,Better,No,0,2,11 - 20 years,6,11 - 20 years,6 - 10 years,0 - 5 years,6 - 10 years
154,No,Female,Between 32 to 38,College,Technical Degree,Married,Sales,Sales Executive,3,10 - 19 km,Travel_Frequently,92,1467,22952,9738,14,High,Excellent,Medium,Very High,High,Better,No,1,0,0 - 10 years,6,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
155,No,Female,Between 32 to 38,College,Life Sciences,Divorced,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Rarely,39,922,2561,2835,22,High,Outstanding,Low,Very High,Low,Better,No,1,5,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
158,No,Male,Between 39 to 44,College,Life Sciences,Married,Sales,Manager,4,20 - 30 km,Travel_Frequently,92,394,19494,16959,12,High,Excellent,High,Very High,Very High,Best,Yes,2,1,21 - 30 years,3,21 - 30 years,11 - 15 years,0 - 5 years,11 - 15 years
159,No,Male,Between 25 to 31,Bachelor,Life Sciences,Divorced,Research & Development,Research Scientist,1,20 - 30 km,Travel_Frequently,96,1312,22310,2613,25,Low,Outstanding,Low,High,High,Good,No,3,1,0 - 10 years,2,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
160,No,Male,Between 32 to 38,College,Marketing,Married,Sales,Sales Executive,2,20 - 30 km,Non-Travel,95,750,15480,6146,13,High,Excellent,High,Medium,Low,Best,No,1,0,0 - 10 years,2,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
161,Yes,Female,52 and more than 52,Master,Life Sciences,Married,Research & Development,Research Scientist,1,10 - 19 km,Travel_Rarely,72,441,4510,4963,18,High,Excellent,Medium,Medium,Low,Better,Yes,3,9,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
162,No,Male,Between 45 to 51,Bachelor,Life Sciences,Single,Research & Development,Research Director,5,1 - 9 km,Travel_Rarely,51,684,6462,19537,13,High,Excellent,Low,High,High,Better,No,0,7,21 - 30 years,5,11 - 20 years,16 - 20 years,11 - 15 Years,11 - 15 years
163,Yes,Male,Between 25 to 31,Master,Life Sciences,Married,Sales,Sales Executive,2,1 - 9 km,Travel_Rarely,76,249,20739,6172,18,Low,Excellent,Medium,High,Medium,Good,Yes,0,4,11 - 20 years,3,0 - 10 years,6 - 10 years,6 - 10 years,6 - 10 years
164,No,Female,Between 25 to 31,Bachelor,Other,Married,Research & Development,Research Scientist,1,1 - 9 km,Travel_Rarely,46,841,23300,2368,19,Medium,Excellent,High,Medium,High,Good,No,0,1,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
165,Yes,Female,52 and more than 52,Master,Medical,Married,Research & Development,Healthcare Representative,3,20 - 30 km,Travel_Rarely,94,147,3465,10312,12,High,Excellent,Very High,Very High,Very High,Good,No,1,1,More than 31 years,3,More than 31 years,6 - 10 years,11 - 15 Years,6 - 10 years
167,Yes,Male,Between 18 to 24,Below college,Marketing,Single,Sales,Sales Representative,1,20 - 30 km,Travel_Rarely,50,528,26820,1675,19,High,Excellent,Very High,High,Very High,Good,Yes,0,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
169,No,Male,Between 18 to 24,Below college,Technical Degree,Married,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Rarely,100,594,19299,2523,14,High,Excellent,High,Very High,High,Better,No,1,0,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
170,No,Female,Between 45 to 51,Master,Medical,Married,Research & Development,Manufacturing Director,2,20 - 30 km,Travel_Rarely,96,470,5549,6567,14,High,Excellent,High,Low,High,Good,No,0,1,11 - 20 years,2,11 - 20 years,11 - 15 years,0 - 5 years,11 - 15 years
171,No,Female,Between 39 to 44,Bachelor,Medical,Single,Research & Development,Research Scientist,1,20 - 30 km,Travel_Frequently,72,957,16090,4739,12,Very High,Excellent,Medium,High,Very High,Better,No,0,4,11 - 20 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
174,No,Female,Between 45 to 51,Bachelor,Marketing,Single,Sales,Sales Executive,3,10 - 19 km,Travel_Frequently,77,809,6645,9208,11,High,Excellent,High,Very High,Very High,Better,No,0,4,11 - 20 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
175,Yes,Female,Between 25 to 31,Bachelor,Life Sciences,Married,Sales,Sales Executive,2,20 - 30 km,Travel_Rarely,71,542,24788,4559,11,Low,Excellent,Medium,High,High,Better,Yes,1,3,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
176,No,Male,Between 39 to 44,Below college,Life Sciences,Divorced,Sales,Sales Executive,3,1 - 9 km,Travel_Rarely,96,802,21196,8189,13,High,Excellent,High,High,High,Better,Yes,1,3,11 - 20 years,2,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
177,No,Female,Between 25 to 31,Below college,Life Sciences,Married,Human Resources,Human Resources,1,20 - 30 km,Travel_Rarely,61,1355,8916,2942,23,High,Outstanding,High,High,Very High,Better,No,1,1,0 - 10 years,3,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
178,No,Male,Between 32 to 38,College,Medical,Divorced,Research & Development,Manufacturing Director,2,1 - 9 km,Travel_Rarely,84,216,2819,4941,20,High,Outstanding,Medium,Medium,Very High,Better,No,2,6,0 - 10 years,0,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
179,Yes,Male,Between 45 to 51,Master,Life Sciences,Single,Research & Development,Manufacturing Director,3,1 - 9 km,Travel_Frequently,53,1150,25150,10650,15,Low,Excellent,Low,Very High,Very High,Better,No,0,2,11 - 20 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
182,No,Female,Between 39 to 44,Master,Life Sciences,Married,Sales,Sales Executive,2,1 - 9 km,Travel_Rarely,47,1329,14590,5902,14,Medium,Excellent,Very High,High,High,Best,No,1,4,11 - 20 years,1,11 - 20 years,11 - 15 years,0 - 5 years,6 - 10 years
183,No,Male,Between 25 to 31,Bachelor,Life Sciences,Married,Sales,Sales Executive,2,20 - 30 km,Travel_Rarely,41,959,24835,8639,18,Medium,Excellent,Low,High,Very High,Better,No,0,2,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
184,No,Male,Between 25 to 31,Bachelor,Human Resources,Married,Human Resources,Human Resources,2,1 - 9 km,Travel_Rarely,48,1240,13982,6347,19,High,Excellent,High,Very High,Very High,Bad,Yes,0,0,11 - 20 years,2,11 - 20 years,6 - 10 years,0 - 5 years,6 - 10 years
190,Yes,Female,Between 32 to 38,Bachelor,Medical,Single,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Rarely,41,1033,10224,4200,22,High,Outstanding,Low,Low,Low,Best,No,0,7,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
192,No,Male,Between 45 to 51,Bachelor,Medical,Single,Research & Development,Research Scientist,1,20 - 30 km,Travel_Rarely,83,1316,9752,3452,13,High,Excellent,High,Very High,Medium,Good,No,0,5,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
193,No,Female,Between 32 to 38,Doctor,Technical Degree,Single,Research & Development,Research Scientist,2,1 - 9 km,Travel_Rarely,32,364,2302,4317,20,High,Outstanding,Very High,High,Medium,Better,Yes,0,3,11 - 20 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
194,No,Female,Between 25 to 31,Bachelor,Life Sciences,Single,Research & Development,Research Scientist,1,10 - 19 km,Travel_Rarely,75,438,23910,2632,14,High,Excellent,Low,High,High,Good,No,0,1,0 - 10 years,4,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
195,No,Male,Between 32 to 38,College,Medical,Divorced,Sales,Sales Executive,2,1 - 9 km,Travel_Frequently,35,689,22812,4668,17,Low,Excellent,Very High,Very High,Very High,Best,No,3,0,0 - 10 years,2,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
197,No,Female,Between 25 to 31,Bachelor,Technical Degree,Divorced,Research & Development,Research Scientist,1,1 - 9 km,Travel_Rarely,84,201,10415,3204,14,High,Excellent,Very High,Low,Very High,Better,No,1,5,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
198,No,Male,Between 25 to 31,Below college,Medical,Single,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Rarely,35,1427,11162,2720,13,Medium,Excellent,Medium,Very High,Very High,Better,No,0,0,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
199,No,Male,Between 39 to 44,Bachelor,Life Sciences,Divorced,Research & Development,Manager,4,10 - 19 km,Travel_Frequently,91,857,12888,17181,13,Medium,Excellent,Very High,Low,Medium,Good,No,1,4,21 - 30 years,2,0 - 10 years,6 - 10 years,6 - 10 years,6 - 10 years
200,No,Male,Between 39 to 44,Master,Life Sciences,Married,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Rarely,94,933,6961,2238,21,High,Outstanding,High,Low,Very High,Better,No,1,2,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
201,No,Female,Between 18 to 24,Below college,Medical,Single,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Rarely,79,1181,16102,1483,14,High,Excellent,Medium,Medium,Very High,Better,No,0,1,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
202,No,Female,Between 39 to 44,Bachelor,Medical,Divorced,Research & Development,Research Scientist,2,20 - 30 km,Travel_Frequently,54,1395,8504,5605,11,High,Excellent,Medium,Medium,Low,Better,No,1,1,11 - 20 years,2,11 - 20 years,6 - 10 years,0 - 5 years,11 - 15 years
204,No,Male,Between 32 to 38,Doctor,Marketing,Married,Sales,Sales Executive,3,1 - 9 km,Travel_Rarely,94,662,11439,7295,13,High,Excellent,High,Medium,Low,Better,No,2,1,0 - 10 years,3,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
205,No,Male,52 and more than 52,College,Marketing,Married,Sales,Sales Representative,2,1 - 9 km,Travel_Rarely,34,1436,16047,2306,20,High,Outstanding,Medium,High,Very High,Bad,Yes,1,2,11 - 20 years,3,0 - 10 years,6 - 10 years,0 - 5 years,0 - 5 years
206,No,Male,Between 45 to 51,Bachelor,Life Sciences,Divorced,Research & Development,Laboratory Technician,2,1 - 9 km,Travel_Rarely,60,194,10901,2348,18,High,Excellent,Medium,Medium,High,Bad,No,1,8,11 - 20 years,2,11 - 20 years,6 - 10 years,0 - 5 years,11 - 15 years
207,No,Female,Between 32 to 38,Bachelor,Marketing,Single,Sales,Sales Executive,3,1 - 9 km,Travel_Frequently,43,967,15589,8998,14,High,Excellent,Medium,Very High,Very High,Better,No,0,1,0 - 10 years,2,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
208,No,Male,Between 25 to 31,Below college,Technical Degree,Married,Research & Development,Manufacturing Director,2,1 - 9 km,Non-Travel,41,1496,26283,4319,13,High,Excellent,Very High,High,Low,Better,No,1,1,0 - 10 years,1,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
211,No,Male,Between 45 to 51,Master,Medical,Married,Research & Development,Manufacturing Director,2,1 - 9 km,Travel_Rarely,34,1169,13983,6132,17,Medium,Excellent,Medium,High,High,Better,No,0,2,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
214,No,Female,52 and more than 52,Bachelor,Medical,Married,Research & Development,Research Scientist,1,1 - 9 km,Travel_Rarely,75,1145,11873,3346,20,Medium,Outstanding,Medium,Medium,Medium,Good,Yes,1,4,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
215,No,Male,Between 39 to 44,Master,Marketing,Married,Sales,Sales Executive,3,1 - 9 km,Travel_Rarely,67,630,8552,10855,11,Medium,Excellent,High,Very High,Low,Good,No,1,7,11 - 20 years,2,11 - 20 years,11 - 15 years,0 - 5 years,11 - 15 years
216,No,Female,Between 32 to 38,Master,Marketing,Married,Sales,Sales Representative,1,1 - 9 km,Travel_Frequently,75,303,11314,2231,18,High,Excellent,High,High,Very High,Better,No,1,6,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
217,No,Male,Between 18 to 24,Below college,Medical,Married,Research & Development,Research Scientist,1,10 - 19 km,Travel_Rarely,80,1256,11992,2323,24,High,Outstanding,High,Very High,Low,Better,No,2,1,0 - 10 years,6,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
218,No,Male,Between 25 to 31,Bachelor,Medical,Divorced,Research & Development,Research Scientist,1,1 - 9 km,Non-Travel,57,691,5970,2024,18,High,Excellent,Very High,Medium,Very High,Bad,No,1,6,0 - 10 years,1,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
221,No,Male,Between 25 to 31,Bachelor,Medical,Married,Research & Development,Research Scientist,1,20 - 30 km,Travel_Rarely,42,440,6672,2713,11,High,Excellent,High,Very High,High,Bad,No,1,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
223,No,Male,52 and more than 52,College,Life Sciences,Divorced,Research & Development,Healthcare Representative,3,20 - 30 km,Travel_Rarely,83,334,23402,9439,16,Very High,Excellent,High,Very High,Medium,Bad,Yes,1,3,11 - 20 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
224,No,Male,Between 25 to 31,Bachelor,Medical,Divorced,Research & Development,Research Scientist,1,1 - 9 km,Non-Travel,79,1450,25326,2566,15,Medium,Excellent,High,High,Very High,Good,Yes,1,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
226,No,Female,Between 45 to 51,Bachelor,Life Sciences,Single,Research & Development,Manager,5,10 - 19 km,Travel_Rarely,53,1452,17053,19926,15,High,Excellent,High,Medium,Medium,Better,No,0,3,21 - 30 years,5,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
227,No,Male,Between 39 to 44,Bachelor,Life Sciences,Divorced,Research & Development,Research Scientist,1,10 - 19 km,Travel_Rarely,56,465,4609,2451,12,High,Excellent,Low,High,Low,Better,No,1,4,11 - 20 years,2,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
228,No,Female,Between 25 to 31,Bachelor,Life Sciences,Married,Sales,Sales Executive,3,1 - 9 km,Travel_Rarely,41,1339,8053,9419,12,High,Excellent,Medium,Very High,High,Better,No,1,2,11 - 20 years,2,0 - 10 years,6 - 10 years,6 - 10 years,0 - 5 years
230,No,Female,Between 32 to 38,Master,Life Sciences,Single,Sales,Sales Executive,2,1 - 9 km,Travel_Rarely,59,702,12930,8686,22,Medium,Outstanding,Low,Very High,High,Best,No,0,4,11 - 20 years,2,0 - 10 years,0 - 5 years,0 - 5 years,6 - 10 years
231,No,Male,Between 32 to 38,Doctor,Life Sciences,Single,Research & Development,Research Scientist,1,1 - 9 km,Travel_Rarely,43,120,12430,3038,20,High,Outstanding,High,High,Low,Better,No,0,3,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
233,No,Male,Between 25 to 31,Bachelor,Technical Degree,Married,Research & Development,Research Scientist,1,10 - 19 km,Travel_Rarely,51,1157,13364,3058,16,High,Excellent,High,Medium,Very High,Good,Yes,1,0,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
235,Yes,Female,Between 18 to 24,Below college,Technical Degree,Single,Sales,Sales Representative,1,1 - 9 km,Travel_Frequently,100,602,20989,2325,21,Low,Outstanding,High,Low,Low,Best,No,0,0,0 - 10 years,5,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
